github.com
20.205.243.166,0.09984445571899414
20.207.73.82,0.14786553382873535
20.248.137.48,0.17008399963378906
20.26.156.215,0.2726755142211914
20.201.28.151,None
140.82.121.3,None
140.82.114.4,None
140.82.113.4,None
140.82.121.4,None
20.200.245.247,None
bilibili.com
139.159.241.37,0.031684160232543945
8.134.50.24,0.031684160232543945
119.3.70.188,0.031684160232543945
47.103.24.173,0.031684160232543945
store.steampowered.com
23.36.220.247,0.06660223007202148
23.0.221.167,0.10619616508483887
211.25.121.118,0.1301405429840088
184.86.80.184,0.1838395595550537
2.16.225.53,0.19596362113952637
23.55.53.61,0.20451092720031738
184.51.97.157,0.22912168502807617
23.55.96.74,0.23837900161743164
23.34.164.86,0.24439144134521484
23.200.197.62,0.2454686164855957
104.76.100.121,0.24863886833190918
23.210.0.66,0.25441455841064453
23.49.53.159,0.2523331642150879
96.17.60.195,0.2553367614746094
104.122.90.155,0.1897428035736084
2.20.41.119,0.2831599712371826
92.123.241.50,0.2896745204925537
2.17.169.48,0.29653143882751465
23.56.163.174,0.3225443363189697
23.211.8.110,0.32153987884521484
23.32.213.40,0.3314964771270752
23.36.29.241,0.23329901695251465
96.6.24.81,0.3495147228240967
23.47.169.131,0.36000990867614746
23.203.136.105,0.4260110855102539
104.116.109.132,0.46622300148010254
steamcommunity.com
104.76.78.101,0.07036995887756348
118.215.98.210,0.1035761833190918
2.18.131.137,0.1816551685333252
23.214.30.56,0.20762324333190918
23.57.124.182,0.21401429176330566
23.58.59.27,0.23642730712890625
23.64.7.151,0.2425391674041748
104.105.90.131,0.2514369487762451
23.214.143.155,0.251446008682251
104.102.129.112,0.2560877799987793
184.31.138.32,0.2592151165008545
23.210.122.61,0.2614419460296631
104.83.34.182,0.2644917964935303
104.71.182.190,0.26549267768859863
104.121.10.34,0.28399085998535156
23.50.97.42,0.28936004638671875
2.22.99.85,0.3099231719970703
104.108.99.20,0.3194258213043213
23.36.87.113,0.32042598724365234
23.192.247.89,0.3248603343963623
23.218.169.68,0.3310832977294922
23.10.57.150,0.3386073112487793
104.69.160.135,0.3869750499725342
104.74.42.104,0.4510331153869629
